,0
2503,seemed
2504,like
2505,crisis
2506,handled
2507,competently
2508,could
2509,agree
2510,disagree
2511,long
2512,term
2513,strategy
2514,knows
2515,clearly
2516,terms
2517,execution
2518,inaudible
2519,hours
2520,meetings
2521,diplomacy
2522,military
2523,stuff
2524,coordinated
2525,keeping
2526,secret
2527,know
2528,impressive
2529,reassures
2530,think
2531,trump
2532,white
2533,house
2534,inaudible
2535,little
2536,bit
2537,chaotic
2538,place
2539,like
2540,gee
2541,mcmaster
2542,national
2543,security
2544,side
2545,control
2546,asked
2547,questions
2548,panel
2549,issue
2550,missile
2551,strike
2552,means
2553,president
2554,trump
2555,larger
2556,foreign
2557,policy
2558,michael
2559,lodge
2560,sent
2561,facebook
2562,since
2563,justified
2564,attack
2565,syria
2566,truly
2567,clear
2568,enough
2569,signal
2570,world
2571,leaders
2572,america
2573,back
2574,charge
2575,juan
2576,answer
2577,michael
2578,well
2579,think
2580,sitting
2581,lunch
2582,dinner
2583,president
2584,xi
2585,china
2586,got
2587,send
2588,kind
2589,message
2590,especially
2591,regard
2592,north
2593,korea
2594,look
2595,world
2596,lot
2597,hot
2598,spots
2599,though
2600,lot
2601,reasons
2602,exercise
2603,moral
2604,authority
2605,president
2606,trump
2607,candidate
2608,said
2609,economic
2610,interest
2611,national
2612,security
2613,interest
2614,business
2615,untied
2616,states
2617,know
2618,encouraged
2619,president
2620,obama
2621,get
2622,involved
2623,syria
2624,doctrine
2625,chris
2626,listening
2627,interview
2628,mcmaster
2629,looked
2630,forward
2631,wanted
2632,understand
2633,rationale
2634,sell
2635,american
2636,people
2637,sell
2638,person
2639,asking
2640,question
2641,morning
2642,none
2643,say
2644,know
2645,conventional
2646,weapons
2647,continuing
2648,kill
2649,people
2650,syria
2651,find
2652,abhorrent
2653,stop
2654,say
2655,clear
2656,next
2657,step
2658,let
2659,turn
2660,big
2661,story
2662,week
2663,normally
2664,would
2665,dominating
2666,news
2667,republican
2668,senate
2669,invoking
2670,nuclear
2671,option
2672,order
2673,confirm
2674,neil
2675,gorsuch
2676,supreme
2677,court
2678,senate
2679,two
2680,leaders
2681,believe
2682,make
2683,body
2684,partisan
2685,place
2686,make
2687,cooling
2688,saucer
2689,senate
2690,considerably
2691,hotter
2692,hope
2693,democratic
2694,friends
2695,take
2696,moment
2697,reflect
2698,perhaps
2699,consider
2700,turning
2701,point
2702,outlook
2703,going
2704,forward
2705,lisa
2706,want
2707,talk
2708,senate
2709,goes
2710,particularly
2711,supreme
2712,court
2713,nominations
2714,something
2715,brought
2716,two
2717,senators
2718,last
2719,segment
2720,seems
2721,trump
2722,republicans
2723,true
2724,next
2725,democratic
2726,president
2727,democratic
2728,majority
2729,increase
2730,likelihood
2731,president
2732,situation
2733,going
2734,appoint
2735,somebody
2736,extreme
2737,line
2738,base
2739,reach
2740,side
2741,know
2742,going
2743,filibuster
2744,yes
2745,potentially
2746,mean
2747,also
2748,look
2749,fact
2750,really
2751,prior
2752,going
2753,back
2754,prior
2755,miguel
2756,estrada
2757,judicial
2758,nominee
2759,clear
2760,majority
2761,essentially
2762,blocked
2763,filibuster
2764,also
2765,go
2766,president
2767,obama
2768,leading
2769,filibuster
2770,attempt
2771,justice
2772,alito
2773,democratic
2774,party
2775,changed
2776,rules
2777,lower
2778,court
2779,mean
2780,mean
2781,goes
2782,back
2783,forth
2784,nobody
2785,clean
2786,hands
2787,cardin
2788,right
2789,point
2790,going
2791,forward
2792,least
2793,self
2794,limiting
2795,factor
2796,well
2797,maybe
2798,got
2799,reach
2800,side
2801,gone
2802,mean
2803,yes
2804,potentially
2805,necessarily
2806,think
2807,think
2808,onus
2809,republican
2810,party
2811,think
2812,seeing
2813,politics
2814,whole
2815,getting
2816,increasingly
2817,partisan
2818,point
2819,going
2820,back
2821,really
2822,see
2823,filibuster
2824,used
2825,partisan
2826,manner
2827,know
2828,know
2829,fundamentally
2830,changing
2831,rules
2832,go
2833,back
2834,really
2835,saw
2836,least
2837,party
2838,using
2839,know
2840,sort
2841,bipartisan
2842,weapon
2843,gone
2844,mean
2845,yes
2846,answer
2847,mean
2848,merrick
2849,garland
2850,may
2851,original
2852,sin
2853,one
2854,party
2855,answer
2856,question
2857,mean
2858,sure
2859,also
2860,think
2861,happening
2862,regardless
2863,recently
2864,happened
2865,senate
2866,think
2867,direction
2868,party
2869,politics
2870,heading
2871,well
2872,right
2873,know
2874,right
2875,distant
2876,possibility
2877,go
2878,ahead
2879,inaudible
2880,go
2881,ahead
2882,said
2883,said
2884,disastrous
2885,use
2886,bill
2887,kristol
2888,new
2889,standard
2890,democrats
2891,make
2892,strategic
2893,mistake
2894,filibustering
2895,one
2896,opens
2897,door
2898,president
2899,trump
2900,next
2901,appointment
2902,gets
2903,another
2904,appointment
2905,yes
2906,know
2907,hard
2908,say
2909,senator
2910,cardin
2911,sides
2912,blame
2913,party
2914,lot
2915,blame
2916,way
2917,acted
2918,think
2919,maybe
2920,filibuster
2921,may
2922,poor
2923,judgment
2924,also
2925,think
2926,republicans
2927,mean
2928,fact
2929,merrick
2930,garland
2931,even
2932,get
2933,hearing
2934,right
2935,go
2936,back
2937,forth
2938,usually
2939,fairly
2940,optimistic
2941,guy
2942,case
2943,optimistic
2944,hear
2945,senators
2946,saying
2947,well
2948,went
2949,nuclear
2950,nominations
2951,way
2952,going
2953,happen
2954,legislation
2955,sure
2956,right
2957,going
2958,happen
2959,first
2960,time
2961,contentious
2962,piece
2963,legislation
2964,partisan
2965,heels
2966,dig
2967,even
2968,think
2969,entering
2970,tenuous
2971,time
2972,united
2973,states
2974,senate
2975,going
2976,become
2977,lot
2978,raucous
2979,think
2980,necessarily
2981,good
2982,thing
2983,lot
2984,raucousness
2985,around
2986,town
2987,needs
2988,checked
2989,well
2990,look
2991,want
2992,want
2993,pick
2994,raucousness
2995,raucousness
2996,inside
2997,trump
2998,white
2999,house
3000,want
3001,talk
3002,bill
3003,let
3004,honest
3005,big
3006,events
3007,really
3008,got
3009,washington
3010,buzzing
3011,apparent
3012,split
3013,inside
3014,white
3015,house
3016,called
3017,nationalist
3018,led
3019,steve
3020,bannon
3021,appropriately
3022,right
3023,called
3024,new
3025,yorkers
3026,democrats
3027,led
3028,trump
3029,son
3030,law
3031,jared
3032,kushner
3033,direction
3034,trump
3035,presidency
3036,bill
3037,hearing
3038,bad
3039,anybody
3040,going
3041,forced
3042,think
3043,bad
3044,least
3045,dramatic
3046,know
3047,bannon
3048,think
3049,pushed
3050,aside
3051,doubt
3052,forced
3053,immediately
3054,shows
3055,upper
3056,hand
3057,saw
3058,new
3059,york
3060,times
3061,new
3062,times
3063,story
3064,think
3065,today
3066,yesterday
3067,sort
3068,slug
3069,ph
3070,saw
3071,going
3072,know
3073,originally
3074,trump
3075,called
3076,two
3077,top
3078,aides
3079,told
3080,work
3081,right
3082,saw
3083,thought
3084,well
3085,two
3086,aides
3087,work
3088,obviously
3089,steve
3090,bannon
3091,jared
3092,kushner
3093,two
3094,guys
3095,loggerheads
3096,trump
3097,called
3098,steve
3099,bannon
3100,reince
3101,priebus
3102,told
3103,work
3104,jared
3105,kushner
3106,tell
3107,around
3108,organizations
3109,kushner
3110,driver
3111,seat
3112,trump
3113,telling
3114,chief
3115,staff
3116,top
3117,strategist
3118,get
3119,along
3120,jared
3121,kushner
3122,jared
3123,kushner
3124,opinion
3125,powerful
3126,man
3127,domestic
3128,policy
3129,least
3130,white
3131,house
3132,today
3133,lisa
3134,beyond
3135,obvious
3136,game
3137,thrones
3138,side
3139,significance
3140,whether
3141,bannon
3142,wing
3143,kushner
3144,wing
3145,terms
3146,policy
3147,presidency
3148,personally
3149,think
3150,significant
3151,made
3152,reality
3153,everyone
3154,everyone
3155,basically
3156,putting
3157,premise
3158,somehow
3159,know
3160,president
3161,trump
3162,know
3163,puppet
3164,either
3165,steve
3166,bannon
3167,priebus
3168,whoever
3169,charge
3170,jared
3171,kushner
3172,reality
3173,guy
3174,think
3175,people
3176,getting
3177,enough
3178,credit
3179,guy
3180,trademarked
3181,make
3182,america
3183,great
3184,guy
3185,defeated
3186,candidates
3187,primary
3188,defeated
3189,hillary
3190,clinton
3191,outspent
3192,two
3193,one
3194,include
3195,outside
3196,groups
3197,three
3198,one
3199,three
3200,separate
3201,campaign
3202,managers
3203,mean
3204,guy
3205,smart
3206,politically
3207,lot
3208,adept
3209,anyone
3210,wants
3211,give
3212,credit
3213,idea
3214,helm
3215,regards
3216,chief
3217,staff
3218,whatever
3219,role
3220,think
3221,irrelevant
3222,well
3223,think
3224,big
3225,deal
3226,making
3227,time
3228,suspect
3229,going
3230,continue
3231,may
3232,irrelevant
3233,kind
3234,interesting
3235,grant
3236,interesting
3237,thank
3238,panel
3239,next
3240,power
3241,player
3242,week
3243,former
3244,head
3245,special
3246,forces
3247,led
3248,takeout
3249,usama
3250,bin
3251,laden
3252,syria
3253,chances
3254,never
3255,heard
3256,bill
3257,mcraven
3258,know
3259,work
3260,navy
3261,seal
3262,years
3263,became
3264,head
3265,special
3266,operations
3267,command
3268,charge
3269,missions
3270,captured
3271,saddam
3272,hussein
3273,killed
3274,osama
3275,bin
3276,laden
3277,written
3278,jewel
3279,book
3280,called
3281,make
3282,bed
3283,little
3284,things
3285,change
3286,life
3287,world
3288,interviewed
3289,chemical
3290,attack
3291,syria
3292,president
3293,trump
3294,response
3295,power
3296,player
3297,week
3298,bill
3299,welcome
3300,fox
3301,news
3302,sunday
3303,thank
3304,chris
3305,honor
3306,great
3307,commander
3308,missions
3309,rescued
3310,captain
3311,phillips
3312,found
3313,killed
3314,bin
3315,laden
3316,secret
3317,success
3318,key
3319,pulling
3320,things
3321,yes
3322,think
3323,rely
3324,lot
3325,great
3326,people
3327,mean
3328,obviously
3329,great
3330,operators
3331,working
3332,every
3333,case
3334,able
3335,reach
3336,find
3337,really
3338,experts
3339,field
3340,helicopter
3341,pilots
3342,fighter
3343,pilots
3344,seals
3345,ground
3346,built
3347,ph
3348,operators
3349,rangers
3350,draw
3351,experience
3352,make
3353,best
3354,decision
3355,move
3356,forward
3357,book
3358,going
3359,talk
3360,minute
3361,talk
3362,seal
3363,training
3364,seal
3365,years
3366,brutal
3367,hell
3368,week
3369,six
3370,days
3371,extraordinary
3372,exercises
3373,basically
3374,sleep
3375,tough
3376,combat
3377,experience
3378,success
3379,combat
3380,indication
3381,traditions
3382,standards
3383,place
3384,many
3385,many
3386,years
3387,paid
3388,huge
3389,dividends
3390,think
3391,continue
3392,march
3393,smartly
3394,people
3395,class
3396,made
3397,correct
3398,experience
3399,field
3400,seal
3401,need
3402,kind
3403,training
3404,make
3405,real
3406,real
3407,world
3408,real
3409,world
3410,navy
3411,seal
3412,mean
3413,part
3414,recognition
3415,know
3416,going
3417,going
3418,select
3419,fastest
3420,strongest
3421,going
3422,select
3423,individual
3424,one
3425,think
3426,critically
3427,ensure
3428,tough
3429,times
3430,going
3431,get
3432,see
3433,young
3434,man
3435,class
3436,remarkable
3437,runner
3438,think
3439,close
3440,four
3441,minute
3442,mile
3443,high
3444,school
3445,yet
3446,officer
3447,little
3448,faster
3449,found
3450,time
3451,went
3452,really
3453,fastest
3454,strongest
3455,really
3456,kids
3457,never
3458,ever
3459,gave
3460,part
3461,points
3462,bring
3463,book
3464,give
3465,find
3466,way
3467,success
3468,chancellor
3469,university
3470,texas
3471,system
3472,institutions
3473,quarter
3474,million
3475,students
3476,educating
3477,delivered
3478,commencement
3479,speech
3480,went
3481,viral
3482,million
3483,views
3484,online
3485,clip
3486,make
3487,bed
3488,every
3489,morning
3490,accomplished
3491,first
3492,task
3493,day
3494,give
3495,small
3496,sense
3497,pride
3498,encourage
3499,another
3500,task
3501,another
3502,another
3503,end
3504,day
3505,one
3506,task
3507,completed
3508,turned
3509,many
3510,tasks
3511,completed
3512,want
3513,change
3514,world
3515,make
3516,bed
3517,title
3518,book
3519,little
3520,got
3521,wonderful
3522,life
3523,lessons
3524,message
3525,think
3526,lessons
3527,universal
3528,make
3529,difference
3530,whether
3531,ever
3532,spent
3533,time
3534,military
3535,make
3536,difference
3537,race
3538,ethnicity
3539,orientation
3540,important
3541,lessons
3542,quit
3543,stand
3544,bullies
3545,little
3546,bit
3547,discipline
3548,life
3549,right
3550,make
3551,bed
3552,make
3553,bed
3554,important
3555,well
3556,think
3557,one
3558,tasks
3559,really
3560,get
3561,day
3562,started
3563,right
3564,mean
3565,know
3566,mother
3567,father
3568,ensured
3569,went
3570,school
3571,every
3572,morning
3573,made
3574,bed
3575,military
3576,course
3577,really
3578,reinforce
3579,number
3580,things
3581,first
3582,task
3583,day
3584,first
3585,task
3586,day
3587,right
3588,recognizing
3589,also
3590,little
3591,things
3592,matter
3593,one
3594,stories
3595,lessons
3596,ranger
3597,named
3598,adam
3599,bates
3600,ph
3601,right
3602,lesson
3603,well
3604,adam
3605,bates
3606,young
3607,ranger
3608,first
3609,tour
3610,afghanistan
3611,stepped
3612,pressure
3613,plate
3614,ied
3615,lost
3616,legs
3617,really
3618,think
3619,adam
3620,bates
3621,represents
3622,frankly
3623,soldiers
3624,sailors
3625,airmen
3626,marines
3627,wounded
3628,iraq
3629,afghanistan
3630,places
3631,never
3632,ever
3633,met
3634,single
3635,soldier
3636,say
3637,want
3638,get
3639,back
3640,unit
3641,missing
3642,legs
3643,missing
3644,arms
3645,always
3646,wanted
3647,get
3648,back
3649,unit
3650,adam
3651,never
3652,gave
3653,day
3654,carried
3655,got
3656,great
3657,life
3658,representative
3659,great
3660,young
3661,men
3662,women
3663,served
3664,iraq
3665,afghanistan
3666,trying
3667,get
3668,sit
3669,interview
3670,several
3671,years
3672,since
3673,first
3674,met
3675,back
3676,going
3677,take
3678,opportunity
3679,ask
3680,questions
3681,back
3682,said
3683,really
3684,mean
3685,beat
3686,isis
3687,got
3688,put
3689,boots
3690,ground
3691,look
3692,situation
3693,iraq
3694,syria
3695,need
3696,well
3697,know
3698,always
3699,cautious
3700,old
3701,retired
3702,guys
3703,like
3704,trying
3705,make
3706,assessment
3707,tactical
3708,situation
3709,ground
3710,said
3711,think
3712,look
3713,back
3714,year
3715,march
3716,last
3717,year
3718,really
3719,begin
3720,united
3721,states
3722,really
3723,began
3724,serious
3725,effort
3726,think
3727,going
3728,isis
3729,think
3730,right
3731,thing
3732,credit
3733,president
3734,obama
3735,realizing
3736,needed
3737,little
3738,bit
3739,change
3740,plan
3741,course
3742,president
3743,trump
3744,continued
3745,looks
3746,accelerating
3747,think
3748,see
3749,acceleration
3750,decline
3751,isis
3752,think
3753,presidents
3754,deserve
3755,credit
3756,attacking
3757,problem
3758,different
3759,issues
3760,country
3761,syria
3762,look
3763,horrific
3764,chemical
3765,attack
3766,rebel
3767,held
3768,town
3769,northern
3770,syria
3771,assad
3772,regime
3773,anything
3774,options
3775,everything
3776,fly
3777,zone
3778,difficult
3779,looked
3780,potential
3781,fly
